id	label
1271876908368695301	0
1256231469812416516	0
1247838588680769536	0
1254757226436341760	1
1257644199769489409	0
1273209785760927744	1
1246916398619779072	0
1266769105081839616	0
1246114367915073537	1
1261611131329806336	0
1269896645019303937	0
1257676277307318272	0
1289610731701166081	1
1260072395756441600	1
1249990077641613314	1
1242506188555718656	0
1292835689973919748	0
1270402085247430656	1
1260108417521389569	1
1270375426414776320	0
1254074784553611276	1
1242928328832700416	0
1251233872580423691	0
1252849536038404096	0
1262333684172161024	1
1245286907623485448	1
1284901669327835136	0
1270760060696825856	0
1249612892145680385	0
1269934233964994561	1
1257828308487725057	0
1243834323884785665	0
1267352209982992384	0
1259072100800901120	1
1268606085641928705	1
1249339104204029955	1
1251589965542297603	0
1291321283033038858	1
1288829480069365762	0
1262648936600346625	0
1245006421755940864	1
1259808132957720576	1
1262680430102413312	0
1268137883078209537	0
1251653445544824832	0
1258740887355604992	0
1273341664422244353	0
1267843393423540225	0
1291654575380934656	0
1267765802930970625	1
1281163613420560391	0
1267860229162762241	0
1244968366298877952	0
1260807250765066240	0
1267213705378488322	0
1269254335860486144	0
1255056507386953728	1
1265227669261729793	1
1244045683738513410	0
1258818085248815104	0
1255799662159765505	0
1280763381050458113	0
1291636885551550464	1
1261243252801445891	0
1260687591688503297	0
1279350518045949952	0
1267945671165870080	0
1277870932951019520	0
1274855607384920064	0
1252263897467363328	1
1254658840769019904	1
1258519806967296000	0
1247861522484932608	0
1281601108499210242	0
1282566847263580160	0
1254739225209188352	1
1270906720445960193	0
1276408346455638017	0
1258306467301556224	0
1244636836603072512	0
1252603036524052481	1
1267126712065802240	0
1245351353016295424	0
1270603499190005761	0
1288549640531574785	0
1284474937026269184	0
1275887522401398786	0
1243472745398231041	0
1246353188225253377	0
1257274400098918400	0
1247411482788352000	1
1273335456529252356	0
1260117999941562369	0
1268948822253854724	1
1250411851797737472	0
1250165734384324623	1
1256585959807877120	0
1259025058288238592	0
1264122676232290304	0
1254111907407167489	1
1270141986092339210	0
1269715592560476160	0
1254113979435225088	0
1276802824098033665	0
1276068474012536834	1
1265559201671233537	0
1292033279831539717	0
1255452642886725635	0
1256887647781425153	1
1254445283594903553	0
1254090130928758785	1
1255831241150140416	0
1249587730826383361	0
1266195217000140800	1
1276435610178392065	0
1246933339598184448	0
1245120364071526401	0
1255675310663774209	0
1289176881963524096	0
1256861540176801793	0
1284328397255172106	0
1249601807376154626	0
1262361730262458368	0
1267417930620383233	0
1284616796092366855	0
1268819864413786112	1
1268106751150358532	0
1261554343377059845	0
1261015959206232072	1
1245815750465597446	0
1245081156271386625	1
1264848252136030217	0
1272042307123130368	0
1249775463020584961	0
1253883431840354304	0
1253210268596867072	0
1265974536266285056	0
1271603919165304832	0
1287390322922786816	0
1293057002416021506	0
1251829304645820418	0
1254496378547589121	0
1282272500408291328	1
1257675480238559234	0
1252923414807023616	1
1245015217249058816	0
1264335087438528512	0
1266782241780359170	1
1243493670998900737	0
1256169398425006080	0
1261767268016558082	0
1244923513150021632	0
1259007029420666881	0
1263782509998997505	0
1242833990270279685	1
1248189596766220288	0
1284805376630755328	0
1280073558283243520	1
1280309476680237059	0
1242836036729872385	0
1280063141242642432	0
1260662286903115776	0
1267915731422916613	0
1270327687085768705	0
1255469486913785856	0
1261190110688808961	1
1255462956160241664	0
1256656684954652672	1
1249319986553851906	0
1252924839691722752	1
1288872467080118272	0
1258689516308762626	1
1256133143041658880	0
1260098912054063109	0
1254423275914002437	0
1259739926117199874	0
1259467284168441856	0
1271485324154343426	0
1285243236760653828	0
1262387236164771841	0
1264229077206077441	0
1277502998739116032	0
1263479579202781186	0
1293528255312601089	0
1253431683669323782	0
1252013942911774721	0
1256290747738984448	0
1284487061207166976	0
1280822538340311040	0
1251021162919997440	0
1242964869474693121	1
1280950177231233027	0
1252675908575670273	1
1250309674013872129	1
1250546003222188035	0
1275512316717600769	0
1256709520035897353	0
1249399691021881345	0
1255082440617582593	0
1256884284981489664	0
1270967489669869569	0
1263939682662002689	0
1272883234888704000	0
1249734664895393792	0
1287372847455834113	0
1259976635891306516	1
1266156804754608131	0
1243446580881100801	0
1250355387494252544	0
1260880112259608577	0
1271386125073072130	0
1258293226827546624	0
1281841289097629699	1
1268479950719537154	0
1277287602874396672	0
1243930599062192131	1
1277851946381185024	0
1261595697289322497	0
1266771940947222528	0
1285555557030604801	0
1248736190452269056	0
1248527771082645504	0
1252629095227305984	0
1258776670649159683	0
1269352792931610624	1
1268110416191905792	0
1253333218125680640	1
1263819238386683904	1
1289900393544085505	1
1280369518343335937	0
1269985511764099074	1
1254448820001390592	0
1246362851423518720	0
1274676140897075200	0
1273897350109552641	0
1257323667102429188	1
1252224504195153920	1
1257999167407915010	0
1282275137656696834	0
1291741081781108741	0
1270618371864907777	0
1260164316747239425	0
1273440716799086592	0
1243889122286206977	0
1255244567584145408	0
1263892807091175425	0
1258863223761186827	0
1283379098870480896	1
1255137993884463106	0
1265962687516815360	0
1256728343921254403	1
1262385500184346628	0
1245633323289862146	0
1280127929859661824	1
1248062072916566016	1
1268243423678652418	0
1249646701683539970	0
1276892994386497537	1
1277525325719547909	0
1289542129065365504	0
1256244300616216583	0
1280391522513543168	0
1258074191280177154	0
1251799782143725568	1
1259538837702918144	1
1254388911868125184	1
1264872227289411584	0
1267519400397213697	0
1249067502069526529	0
1274757161034354689	0
1245503938293620737	1
1281339757776297986	0
1280094140005572611	0
1269934361958395905	0
1248601724945698816	0
1278039040604938242	0
1270263545293426688	0
1270251930263134208	0
1292846104632012800	0
1272668645135659009	1
1270174726384689152	0
1256793226033483776	1
1250691847481155584	0
1293598083545214980	0
1273558964836450305	0
1271843735404515330	1
1264261109676212224	1
1273190542466330624	1
1259524862235873280	1
1259008305860665344	1
1273692651204861953	0
1281708660633337856	1
1254384143053586433	1
1268289356785123328	0
1268854514536386561	0
1251637055169462273	0
1282635536172285953	0
1273584385107861504	0
1288480145129562117	0
1270972665705181184	0
1287258453291995137	0
1255104162565697542	0
1275880443326476296	0
1283498775076642817	0
1271004066391433216	1
1256240185215508481	0
1262128284030119938	1
1249325216779710464	1
1243594467665481729	1
1249436588129599490	0
1243650461883871234	1
1253330840978747392	1
1270661683778916353	0
1273969492746518528	0
1262112240318193666	0
1272087007179800576	1
1292166640378023939	0
1293091022776553472	0
1291427373523623947	0
1243227923563393025	0
1288382278670995464	0
1254642017545728000	0
1257047652245614592	0
1278082753347665921	1
1256567929245708288	0
1258048245621809152	1
1291732806943506435	0
1259414820786442240	1
1257690631150985217	1
1253266667024637957	0
1260916054685089792	0
1263621490697740289	0
1269884345881440256	1
1255771367540219906	0
1265706059559206914	0
1255826589574668289	0
1277186998160314368	0
1258399824757563393	0
1242950323741831175	1
1273216779079344135	0
1285541863433347075	1
1262125817758453767	0
1281647295784607744	1
1270984187781287937	0
1255581026065305600	1
1267484204444651521	1
1288267132577501185	0
1268238131469451264	0
1274741736485593088	0
1284793290295062528	1
1267538525295128577	1
1272756528605429760	0
1242840789463465989	0
1271772215659372544	0
1265370606654099458	0
1286799816551530496	1
1274615219646578688	0
1280100371025866755	0
1260888007445565440	0
1260486377965326336	0
1257318387052449793	0
1251409015273394176	0
1245636074736455681	0
1252514083380789253	1
1272852364228206592	0
1255793185961410560	0
1248371163824357378	1
1279768914759647232	0
1273377153325858821	0
1255380014788423680	0
1252831164949098497	0
1291972224476381184	1
1273179315740557314	0
1275719235730378753	0
1256179326736875521	0
1248972987618988032	0
1274465541357535235	0
1286367745056047104	0
1242828587444498434	0
1265221579560140800	0
1254549194309873664	0
1250550528049909761	0
1250800626793144325	0
1271157103139459072	0
1247118254675562496	1
1272857045247709185	0
1288015680357490689	1
1272858417284202496	0
1258280380442062851	0
1291060278667485184	0
1280057083816284162	1
1281942751257518081	0
1256565135893843969	0
1261860435789299715	1
1279797864223444993	1
1254400555746840576	1
1269546368785436672	0
1276460909905485825	0
1246424709165723648	1
1275456992912396290	0
1255791973644058625	0
1245802190536671232	0
1272166905655234565	1
1266875661739864079	0
1248213445759193088	1
1267529339987546113	0
1251072748694188032	0
1255419044657758211	0
1252840005724041222	0
1248534434690850816	0
1245349268501692416	1
1266321150021447681	0
1280087805805412352	0
1270671431920214016	0
1255975634007924736	0
1259611731204112384	0
1279501585694035969	1
1253520532206694400	0
1242872271905185797	0
1260816533074345985	0
1257978935620575232	0
1249563441515450368	0
1270460282259767297	0
1259539566836490242	0
1259759337930661888	0
1270349870587695107	1
1260205257511931906	0
1279844373811912706	0
1272414814283890690	0
1249182652676157441	1
1265273198691696640	0
1257963307371245569	0
1252562502451376129	0
1266789724053741571	1
1287464787065044992	0
1250481678973374465	0
1269538241277018112	0
1254532131604307970	0
1260882702422675456	0
1249462391450079232	0
1269887043292848128	0
1273563743956467712	0
1264816885398409216	0
1279485699599843330	0
1281913138535956480	0
1246912523275841537	0
1247282989337362433	1
1287995652207595521	0
1246121515235581952	0
1250188614639771648	1
1261009642915848192	0
1269974557286371329	0
1244266626020773888	0
1263435359330975745	0
1270976303446069248	1
1248672256496144384	0
1252354901641854983	0
1249945924903874562	1
1261240837758955523	0
1246000937841430528	0
1249746630984773640	1
1249288835676155905	0
1258444258987687936	0
1269537305209044992	0
1277195570780741632	1
1272105657081217024	0
1274666590131404802	0
1260550198587281410	0
1269924931799744513	0
1280142325663047683	1
1252882151164579840	0
1273213802159443970	0
1262343050296262656	0
1284951270462230528	0
1252602935353249793	0
1257638479187652608	0
1273579454942662656	0
1288055437376606208	0
1243851117332758528	0
1254700205926203393	0
1265622504296665088	0
1261034635615707137	0
1250721785814962181	0
1255620242686054402	1
1247054089629941762	0
1260703856499003393	0
1266851963213434886	0
1270027761726390274	1
1274057258746499072	0
1247856393102790658	0
1260484100969947136	0
1274381466101862405	0
1285327042502963204	1
1247050994237784074	0
1258493420949196807	1
1293579520000368640	0
1248419683356704769	1
1291119570204471298	0
1263905666676244483	0
1267559845550587904	0
1292223330121129992	0
1291121952636260360	1
1270481509569478660	0
1271718192222740481	0
1258750544031682560	0
1267044055202107392	0
1281246894757490688	0
1259031144554737669	0
1257246252204466177	0
1265747117596950531	0
1284964469857226754	0
1257783753277091842	1
1243813830683168769	0
1243626562668367874	1
1265292220262944768	1
1257901079326593024	0
1268436859069308928	0
1265675595796668417	0
1245627309081546754	0
1251023499663196161	0
1248009510037250048	0
1261376451053531136	1
1249019133175439370	0
1277019109558009857	1
1249051182624055299	1
1262058000426110979	0
1255422627612688384	0
1265952832181673985	1
1258434908885745664	0
1250478180747620354	0
1255178071013031938	0
1251121159426498560	0
1259747039036035072	0
1265203862731972608	1
1255239970110963713	0
1279337400079187973	0
1286582959575838721	1
1287308213830987776	0
1255256634303135749	0
1264258949362130952	0
1268839411736883200	0
1254337118266105856	1
1251154345074151425	1
1258752884138807296	0
1256942111028641795	1
1242786867378040832	0
1255942948119871490	1
1268124557619138560	0
1260499556237787136	0
1262657508918820864	0
1262329274679377920	0
1266672528392667136	1
1268851493433737216	1
1275705437023875075	0
1280120355420540928	0
1262509739482677249	0
1249605597819002880	0
1264254452137156609	0
1264854267409641472	0
1280867319472893960	0
1255744343643742208	1
1268765775432564736	0
1255832633046695939	0
1261923657288466433	0
1282370653161754627	0
1252219064581226496	1
1278125269468004354	0
1288789784652128257	0
1280436208041148416	1
1260187243634995201	1
1257556087210991616	0
1243645445517324289	0
1251186762413735936	0
1261068057373487105	0
1267571736679272450	0
1251848376594948096	1
1279974120902590466	0
1284910338530574337	1
1251081762656190465	1
1252208985320624128	0
1254013849172357122	0
1249972797549547521	1
1282590251236552707	0
1260622248303644673	0
1288074542452281345	0
1292843499746926592	0
1243357418261606401	0
1269219808475742208	0
1267456828683595777	0
1273011131070758912	0
1287147408871301121	0
1258289309096062977	0
1257379866925768708	0
1254346697146236929	1
1254407329023430656	0
1267179795974103040	1
1250540953284292610	0
1288744481911693313	0
1256298188987916291	0
1255081349888819200	1
1257997150954426370	0
1268210183995613186	0
1270815456190963712	0
1288374620496830464	0
1268855660231491589	0
1265279665943523328	0
1250703213935964160	0
1254828056490934272	0
1259092312568856577	0
1265565306807824384	0
1288162831670673411	0
1261405827325472769	0
1273890387925643264	0
1287491857098977280	0
1257701749491666946	0
1268809942011719681	0
1254253055127826432	0
1257609186382405632	0
1252136332094312448	0
1245715351070965761	0
1282288704980160512	0
1268455687371272192	0
1268706951460016128	0
1256018944672043012	0
1257796713806512134	1
1254812234578083840	0
1293444840886276103	0
1259122310814056448	0
1245642567330324481	0
1257420089395118080	1
1245757365858811904	1
1263969705682972673	1
1252321334207676420	0
1244933998540963841	0
1282042063496851456	0
1255903979839655936	0
1260254592220225536	0
1271128674436288518	0
1271900903440818181	0
1284839417203621891	0
1280096903003353088	0
1279771859232395265	1
1266280168135385091	0
1250436183160573958	0
1275365633992032256	0
1253999588371058689	0
1291237997661356033	0
1282570142799532032	0
1275405299432767490	0
1254213603886014471	1
1257336589816074245	0
1254336840770953216	0
1242864843826302979	0
1263095029033316352	0
1269956369492344832	0
1250719441979084806	1
1280466738585403392	1
1259963330707554306	0
1289538422185422853	0
1252238392001048576	0
1245461164248760320	1
1269534821405134848	1
1261666155548246016	0
1272769512631345152	0
1266845471789797376	0
1255024248835510272	1
1279752902567837697	0
1286564817118126080	1
1260822756314226688	1
1264819656986185729	0
1270437541225824256	0
1251994106756292608	1
1264070028267106304	0
1259729449085538305	0
1268724218839080960	0
1249703429804523520	0
1263171860965011459	0
1260194005175984128	0
1265530273908826112	1
1249405408218923010	0
1288044205672140806	0
1250153181180334080	1
1274246338587344897	1
1243877348975534080	0
1265304185626599426	0
1275390001765855235	0
1252892271613227008	0
1264589094971154433	0
1253011376685092864	0
1247313775491002373	1
1269187381296537600	0
1265601469652369408	0
1289980173958307840	0
1293233335670538241	0
1274433869006209030	0
1264949683048386560	0
1250901445567750151	0
1265206236116594689	0
1256866031164960768	1
1262342830967738369	0
1262680582108086273	1
1270364781489373187	0
1255255769802592256	1
1257568001261535232	0
1284437142551199745	0
1266989899225464833	1
1255020398728617984	1
1263357643604754438	0
1260840720816123904	0
1257057362088726528	0
1266718584585232384	0
1289681694635614209	0
1245351017350336512	0
1268864328343654401	0
1271364619634958337	1
1270026939059838982	0
1261694799217909760	0
1252163372386263040	1
1293509376226013185	0
1252844250523287552	0
1250897635919171585	0
1264536305964388353	1
1282267301543383040	0
1274123666092105728	0
1270626757327151105	0
1250048272879796224	0
1261256293483937792	1
1257475139505131520	1
1253703655359987712	1
1263420680017776642	0
1284250691343724545	0
1254817725047848962	0
1288380747649351680	0
1261169203429728256	0
1278976526084702208	0
1264572069871828997	1
1266664959209099267	1
1261219029932335105	0
1265678108474179587	0
1292740550916018176	0
1247802684649787395	0
1245583428151431169	0
1265166168341581825	0
1268625504090894342	0
1266622258149306373	0
1260853896655843332	1
1257266176519962626	0
1249812942947745793	0
1289868061005078528	1
1273573589904752640	0
1250242473324134402	1
1267454928534097921	1
1257071454811820035	1
1286553169472913409	0
1265704926203838464	0
1278686243732291592	0
1250127418788130822	0
1289597880794152960	0
1272107570673725440	0
1257308882315010051	1
1266706707272605697	0
1260581860859613193	1
1271109882842939394	0
1279880163191382019	1
1257733152828796928	1
1282954989040734208	0
1266132809074323458	1
1253965811431202816	0
1269724928212787201	0
1270606661204553729	0
1250839419826909190	0
1271013114088173568	1
1252706321062821888	0
1293524797989826560	0
1292201292329365506	0
1250087397473366026	0
1288615712534265857	0
1250018992347123713	0
1252944280957734913	1
1249017534940094466	1
1252753838286790656	1
1257198722670374912	0
1268067436823228416	0
1288106150664138753	0
1259763384603619329	1
1262475476641120257	0
1280904740038033408	0
1248879408947044353	0
1258670278122635265	0
1252937855254638592	0
1279715341996867585	0
1261993819635154948	0
1293075173931913216	0
1282741871144566784	0
1260163072225918977	1
1266256842176385024	1
1255985335986728961	1
1247117390091112450	0
1243303350319362049	0
1245019986298535938	1
1257685710712291329	0
1252371665570299905	0
1262340771354681344	1
1257064564048437248	0
1259771257366745088	0
1270479533192425488	0
1267032978988941312	0
1252969094191747074	0
1279076593718222851	0
1274293709442605056	0
1251954215704055809	1
1282659548566900737	0
1270750180309172225	0
1270631767586865153	0
1243929102417092608	0
1286376018278850566	1
1274084316771909633	0
1293075544574234630	0
1251506020112896002	0
1270806521023279104	0
1277568064738021376	0
1273316702952910849	0
1265668876760743937	0
1278336827448066050	0
1255485931173359616	0
1245180758882504708	1
1272075615294959617	0
1274093690957565952	0
1279511636315910146	0
1273308931570401280	0
